article,name,birth,death,nationality,notable_21_century_works,era
Ray_Reach,Ray Reach,1948,,American,,21st-century classical
Gardner_Read,Gardner Read,1913,2005,American,,21st-century classical
H._Owen_Reed,H. Owen Reed,1910,2014,American,,21st-century classical
Steve_Reich,Steve Reich,1936,,American,,21st-century classical
Aribert_Reimann,Aribert Reimann,1936,,German,Medea,21st-century classical
Steven_Reineke,Steven Reineke,1970,,American,,21st-century classical
Jaime_Reis,Jaime Reis,1983,,Portuguese,,21st-century classical
Sergio_Rendine,Sergio Rendine,1954,,Italian,,21st-century classical
Roger_Reynolds,Roger Reynolds,1934,,American,,21st-century classical
Damien_Ricketson,Damien Ricketson,1973,,Australian,,21st-century classical
Wolfgang_Rihm,Wolfgang Rihm,1952,,German,Dionysos,21st-century classical
Richard_Rijnvos,Richard Rijnvos,1964,,Dutch,,21st-century classical
Terry_Riley,Terry Riley,1935,,American,,21st-century classical
Patrick_Saint-Denis,Patrick Saint-Denis,1975,,Canadian,,21st-century classical
André_Ristic,André Ristic,1972,,Canadian,,21st-century classical
Samuel_Robles,Samuel Robles,1974,,Panamanian,,21st-century classical
George_Rochberg,George Rochberg,1918,2005,American,,21st-century classical
Arturo_Rodas,Arturo Rodas,1954,,Ecuadorian-French,,21st-century classical
Armando_Rodríguez_Ruidíaz,Armando Rodríguez Ruidíaz,1951,,Cuban,,21st-century classical
,Robert Rønnes,1959,,Norwegian,,21st-century classical
Jan_Van_der_Roost,Jan Van der Roost,1956,,Belgian,,21st-century classical
Ned_Rorem,Ned Rorem,1923,,American,,21st-century classical
Bernardo_Sassetti,Bernardo Sassetti,1970,2012,Portuguese,,21st-century classical
António_Chagas_Rosa,António Chagas Rosa,1960,,Portuguese,,21st-century classical
David_Rosenboom,David Rosenboom,1947,,American,,21st-century classical
Dean_Rosenthal,Dean Rosenthal,1974,,American,,21st-century classical
Michael_Rosenzweig_(composer),Michael Rosenzweig,1951,,South African,,21st-century classical
Christopher_Rouse_(composer),Christopher Rouse,1949,2019,American,,21st-century classical
Witold_Rudziński,Witold Rudziński,1913,2004,Polish,,21st-century classical
Mikel_Rouse,Mikel Rouse,1957,,American,,21st-century classical
Stéphane_Roy_(composer),Stéphane Roy,1959,,French Canadian,,21st-century classical
Eta_Tyrmand,Eta Tyrmand,1917,2008,Belarusian,,21st-century classical
Marcela_Pavia,Marcela Pavia,1957,,Argentinean-American,,21st-century classical
Synne_Skouen,Synne Skouen,1950,,Norwegian,,21st-century classical
Isabel_Soveral,Isabel Soveral,1961,,Portuguese,,21st-century classical
Ivana_Stefanovic,Ivana Stefanovic,1948,,Serbian,,21st-century classical
Dino_Residbegovic,Dino Residbegovic,1975,,Bosnia and Herzegovina,"X O Pt. II, Subtractive study for sound synthesizers and ensemble",21st-century classical
Sharon_Ruchman,Sharon Ruchman,1949,,American,,21st-century classical
Max_Richter,Max Richter,1966,,German,,21st-century classical
Carmen_Petra_Basacopol,Carmen Petra Basacopol,1926,,Romanian,,21st-century classical
Elena_Ruehr,Elena Ruehr,1963,,American,,21st-century classical
Poul_Ruders,Poul Ruders,1949,,Danish,,21st-century classical
John_Rutter,John Rutter,1945,,British,,21st-century classical
Peter_Ruzicka,Peter Ruzicka,1948,,German,,21st-century classical
Alexey_Rybnikov,Alexey Rybnikov,1945,,Russian,,21st-century classical
Frederic_Rzewski,Frederic Rzewski,1938,,American,,21st-century classical
Kaija_Saariaho,Kaija Saariaho,1952,,Finnish,,21st-century classical
Kathryn_Salfelder,Kathryn Salfelder,1987,,American,,21st-century classical
Aulis_Sallinen,Aulis Sallinen,1935,,Finnish,,21st-century classical
Esa-Pekka_Salonen,Esa-Pekka Salonen,1958,,Finnish,,21st-century classical
Örjan_Sandred,Örjan Sandred,1964,,Swedish,,21st-century classical
Jan_Sandström_(composer),Jan Sandström,1954,,Swedish,,21st-century classical
Sven-David_Sandström,Sven-David Sandström,1942,2019,Swedish,,21st-century classical
Gustavo_Santaolalla,Gustavo Santaolalla,1952,,Argentine,,21st-century classical
Vahram_Sargsyan,Vahram Sargsyan,1981,,Armenian,,21st-century classical
László_Sáry,László Sáry,1940,,Hungarian,,21st-century classical
Kentaro_Sato_(composer),Kentaro Sato,1981,,Japanese-American,,21st-century classical
Andrea_Lorenzo_Scartazzini,Andrea Lorenzo Scartazzini,1971,,Swiss,operas,21st-century classical
Pieter_Snapper,Pieter Snapper,1967,,American,,21st-century classical
Linda_Catlin_Smith,Linda Catlin Smith,1957,,American,,21st-century classical
Mark_L._Smith_(musician),Mark L. Smith,1996,,American,,21st-century classical
Haskell_Small,Haskell Small,1948,,American,,21st-century classical
Rebecca_Saunders,Rebecca Saunders,1967,,British,,21st-century classical
Sinan_Savaskan,Sinan Savaskan,1954,,British,,21st-century classical
Bruce_Saylor,Bruce Saylor,1946,,American,,21st-century classical
David_Sawer,David Sawer,1961,,British,,21st-century classical
Eric_W._Sawyer,Eric W. Sawyer,1962,,American,,21st-century classical
Robert_Saxton,Robert Saxton,1953,,British,,21st-century classical
R._Murray_Schafer,R. Murray Schafer,1933,,Canadian,,21st-century classical
Peter_Schat,Peter Schat,1935,2003,Dutch,,21st-century classical
Michael_Schelle,Michael Schelle,1950,,American,,21st-century classical
Peter_Schickele,Peter Schickele,1935,,American,,21st-century classical
Lalo_Schifrin,Lalo Schifrin,1932,,Argentine,,21st-century classical
Volker_Ignaz_Schmidt,Volker Ignaz Schmidt,1971,,German,,21st-century classical
Dieter_Schnebel,Dieter Schnebel,1930,2018,German,,21st-century classical
Adam_Schoenberg,Adam Schoenberg,1980,,American,,21st-century classical
Avi_Schönfeld,Avi Schönfeld,1945,,Dutch-Israeli,,21st-century classical
Gunther_Schuller,Gunther Schuller,1925,2015,American,,21st-century classical
Meinrad_Schütter,Meinrad Schütter,1910,2006,Swiss,,21st-century classical
Kurt_Schwaen,Kurt Schwaen,1909,2007,German,,21st-century classical
Joseph_Schwantner,Joseph Schwantner,1943,,American,,21st-century classical
Jay_Schwartz,Jay Schwartz,1965,,American,,21st-century classical
Rob_Simonsen,Rob Simonsen,1978,,American,,21st-century classical
Eric_J._Schwartz,Eric J. Schwartz,1976,,American,,21st-century classical
Wolfgang_von_Schweinitz,Wolfgang von Schweinitz,1953,,German,,21st-century classical
Salvatore_Sciarrino,Salvatore Sciarrino,1947,,Italian,,21st-century classical
Peter_Sculthorpe,Peter Sculthorpe,1929,2014,Australian,,21st-century classical
Leif_Segerstam,Leif Segerstam,1944,,Finnish,,21st-century classical
Tolib_Shakhidi,Tolib Shakhidi,1946,,Tajik,,21st-century classical
Ravi_Shankar,Ravi Shankar,1920,2012,Indian,,21st-century classical
Harold_Shapero,Harold Shapero,1920,2013,American,,21st-century classical
Ralph_Shapey,Ralph Shapey,1921,2002,American,,21st-century classical
Alex_Shapiro,Alex Shapiro,1962,,American,,21st-century classical
Vache_Sharafyan,Vache Sharafyan,1966,,Armenian,,21st-century classical
Rodion_Shchedrin,Rodion Shchedrin,1932,,Russian,,21st-century classical
Alexander_Shchetynsky,Alexander Shchetynsky,1960,,Ukrainian,,21st-century classical
Sinyan_Shen,Sinyan Shen,1949,2016,American,,21st-century classical
Bright_Sheng,Bright Sheng,1955,,Chinese-American,,21st-century classical
Charles_Shere,Charles Shere,1935,,American,,21st-century classical
Makoto_Shinohara,Makoto Shinohara,1931,,Japanese,,21st-century classical
Vladislav_Shoot,Vladislav Shoot,1941,,Russian-British,,21st-century classical
Howard_Shore,Howard Shore,1946,,Canadian,,21st-century classical
Alan_Shulman,Alan Shulman,1915,2002,American,,21st-century classical
Arlene_Sierra,Arlene Sierra,1970,,American,,21st-century classical
Roberto_Sierra,Roberto Sierra,1953,,Puerto Rican,,21st-century classical
Valentyn_Sylvestrov,Valentyn Sylvestrov,1937,,Ukrainian,,21st-century classical
Thomas_Simaku,Thomas Simaku,1958,,Albanian,,21st-century classical
Gwilym_Simcock,Gwilym Simcock,1981,,British,,21st-century classical
Aleksandar_Simić_(composer),Aleksandar Simić,1973,,Serbian,,21st-century classical
Ezra_Sims,Ezra Sims,1928,2015,American,,21st-century classical
Alvin_Singleton,Alvin Singleton,1940,,American,,21st-century classical
Urmas_Sisask,Urmas Sisask,1960,,Estonian,,21st-century classical
Larry_Sitsky,Larry Sitsky,1934,,Australian,,21st-century classical
Steven_Sivyer,Steven Sivyer,1974,,British,,21st-century classical
Howard_Skempton,Howard Skempton,1947,,British,,21st-century classical
Andys_Skordis,Andys Skordis,1983,,Cypriot,,21st-century classical
Thomas_Sleeper,Thomas Sleeper,1956,,American,,21st-century classical
Sergei_Slonimsky,Sergei Slonimsky,1932,,Russian,,21st-century classical
Denis_Smalley,Denis Smalley,1946,,New Zealander,,21st-century classical
Roger_Smalley,Roger Smalley,1943,2015,British-Australian,,21st-century classical
Dmitri_Smirnov_(composer),Dmitri Smirnov,1948,,Russian-British,,21st-century classical
Reginald_Smith_Brindle,Reginald Smith Brindle,1917,2003,British,,21st-century classical
Penelope_Thwaites,Penelope Thwaites,1944,,Australian,,21st-century classical
Paul_Terracini,Paul Terracini,1957,,Australian,,21st-century classical
R._J._Stove,R. J. Stove,1961,,Australian,,21st-century classical
Randall_Smith,Randall Smith,1960,,Canadian,,21st-century classical
Wadada_Leo_Smith,Wadada Leo Smith,1941,,American,,21st-century classical
Naresh_Sohal,Naresh Sohal,1939,2018,Indian-British,,21st-century classical
Ivan_Glebovich_Sokolov,Ivan Glebovich Sokolov,1960,,Russian-German,,21st-century classical
Juan_María_Solare,Juan María Solare,1966,,Argentine,,21st-century classical
Giovanni_Sollima,Giovanni Sollima,1962,,Italian,,21st-century classical
Avo_Sõmer,Avo Sõmer,1934,,Estonian-American,,21st-century classical
Somtow_Sucharitkul,Somtow Sucharitkul,1952,,Thai-American,,21st-century classical
Bent_Sørensen_(composer),Bent Sørensen,1958,,Danish,,21st-century classical
Mauricio_Sotelo,Mauricio Sotelo,1961,,Spanish,,21st-century classical
Jeremy_Soule,Jeremy Soule,,,,"The Elder Scrolls series, Total Annihilation, Total Annihilation: Kingdoms, Guild Wars series, Harry Potter video game series",21st-century classical
Philip_Sparke,Philip Sparke,1951,,British,,21st-century classical
Bernadette_Speach,Bernadette Speach,1948,,American,,21st-century classical
Andi_Spicer,Andi Spicer,1959,,British,,21st-century classical
Laurie_Spiegel,Laurie Spiegel,1945,,American,,21st-century classical
Georgia_Spiropoulos,Georgia Spiropoulos,1965,,Greek,,21st-century classical
Frank_Lee_Sprague,Frank Lee Sprague,1969,,American,,21st-century classical
David_Stock,David Stock,1939,2015,American,,21st-century classical
Roger_Steptoe,Roger Steptoe,1953,,British,,21st-century classical
Ronald_Stevenson,Ronald Stevenson,1928,2015,British,,21st-century classical
Ernstalbrecht_Stiebler,Ernstalbrecht Stiebler,1934,,German,,21st-century classical
Karlheinz_Stockhausen,Karlheinz Stockhausen,1928,2007,German,Sonntag aus Licht; Klang; Fünf weitere Sternzeichen,21st-century classical
Richard_Stoker,Richard Stoker,1938,,British,,21st-century classical
Pete_Stollery,Pete Stollery,1960,,British,,21st-century classical
Carl_Stone,Carl Stone,1953,,American,,21st-century classical
Henrik_Strindberg,Henrik Strindberg,1954,,Swedish,,21st-century classical
Siegfried_Strohbach,Siegfried Strohbach,1929,2019,German,,21st-century classical
Steven_Stucky,Steven Stucky,1949,2016,American,,21st-century classical
Dinesh_Subasinghe,Dinesh Subasinghe,1979,,Sri Lankan,"Karuna Nadee, Night Before the Battle",21st-century classical
Morton_Subotnick,Morton Subotnick,1933,,American,,21st-century classical
Robert_Suderburg,Robert Suderburg,1936,2013,American,,21st-century classical
Franz_Surges,Franz Surges,1958,,German,,21st-century classical
William_Susman,William Susman,1960,,American,,21st-century classical
Tomáš_Svoboda_(composer),Tomáš Svoboda,1939,,Czech-American,,21st-century classical
Giles_Swayne,Giles Swayne,1946,,British,,21st-century classical
James_Swearingen,James Swearingen,1947,,American,,21st-century classical
William_Sweeney_(composer),William Sweeney,1950,,Scottish,,21st-century classical
Zsigmond_Szathmáry,Zsigmond Szathmáry,1939,,Hungarian,,21st-century classical
Tibor_Szemző,Tibor Szemző,1955,,Hungarian,,21st-century classical
Sándor_Szokolay,Sándor Szokolay,1931,2013,Hungarian,,21st-century classical
Paweł_Szymański,Paweł Szymański,1954,,Polish,,21st-century classical
Emil_Tabakov,Emil Tabakov,1947,,Bulgarian,,21st-century classical
Yasuharu_Takanashi,Yasuharu Takanashi,1964,,Japanese,,21st-century classical
Yuji_Takahashi,Yuji Takahashi,1938,,Japanese,,21st-century classical
Josef_Tal,Josef Tal,1910,2008,Israeli,,21st-century classical
Yoav_Talmi,Yoav Talmi,1943,,Israeli,,21st-century classical
Joby_Talbot,Joby Talbot,1971,,British,,21st-century classical
Hannes_Taljaard,Hannes Taljaard,1971,,South African,,21st-century classical
Eino_Tamberg,Eino Tamberg,1930,2010,Estonian,,21st-century classical
Tan_Dun,Tan Dun,1957,,Chinese,,21st-century classical
Mehmet_Erhan_Tanman,Mehmet Erhan Tanman,1989,,Turkish,"The Traffic, for orchestra",21st-century classical
Vladimir_Tarnopolsky,Vladimir Tarnopolsky,1955,,Russian,,21st-century classical
John_Tavener,John Tavener,1944,2013,British,,21st-century classical
Richard_Teitelbaum,Richard Teitelbaum,1939,,American,,21st-century classical
James_Tenney,James Tenney,1934,2006,American,,21st-century classical
Dimitri_Terzakis,Dimitri Terzakis,1938,,Greek,,21st-century classical
Mikis_Theodorakis,Mikis Theodorakis,1925,,Greek,,21st-century classical
Christopher_Theofanidis,Christopher Theofanidis,1967,,American,,21st-century classical
J._G._Thirlwell,J. G. Thirlwell,1960,,Australian,,21st-century classical
Fazıl_Say,Fazıl Say,1970,,Turkish,"1001 Nights in the Harem, Istanbul Symphony",21st-century classical
Eva_Schorr,Eva Schorr,1927,2016,German,,21st-century classical
Annette_Schlünz,Annette Schlünz,1964,,German,,21st-century classical
Augusta_Read_Thomas,Augusta Read Thomas,1964,,American,,21st-century classical
Nancy_Telfer,Nancy Telfer,1950,,Canadian,,21st-century classical
Olav_Anton_Thommessen,Olav Anton Thommessen,1946,,Norwegian,,21st-century classical
Robert_Scott_Thompson,Robert Scott Thompson,1959,,American,,21st-century classical
Frank_Ticheli,Frank Ticheli,1958,,American,,21st-century classical
Jukka_Tiensuu,Jukka Tiensuu,1948,,Finnish,,21st-century classical
Yann_Tiersen,Yann Tiersen,1970,,French,,21st-century classical
Ton-That_Tiet,Ton-That Tiet,1933,,Vietnamese-French,,21st-century classical
Frederick_C._Tillis,Frederick C. Tillis,1930,,American,,21st-century classical
Boris_Tishchenko,Boris Tishchenko,1939,2010,Russian,,21st-century classical
Steve_Tittle,Steve Tittle,1935,,Canadian,,21st-century classical
Katia_Tiutiunnik,Katia Tiutiunnik,1967,,Australian,,21st-century classical
Loris_Tjeknavorian,Loris Tjeknavorian,1937,,Iranian-Armenian,,21st-century classical
Edward_Top,Edward Top,1972,,Dutch,,21st-century classical
Michael_Torke,Michael Torke,1961,,American,,21st-century classical
Veljo_Tormis,Veljo Tormis,1930,2017,Estonian,,21st-century classical
René_Touzet,René Touzet,1916,2003,Cuban-American,,21st-century classical
Joan_Tower,Joan Tower,1938,,American,,21st-century classical
Yuzo_Toyama,Yuzo Toyama,1931,,Japanese,,21st-century classical
Laurence_Traiger,Laurence Traiger,1956,,American,,21st-century classical
Gilles_Tremblay_(composer),Gilles Tremblay,1932,2017,Canadian,,21st-century classical
Daniil_Trifonov,Daniil Trifonov,1991,,Russian,"Piano Concerto in E-flat minor, Rachmaniana",21st-century classical
Manfred_Trojahn,Manfred Trojahn,1949,,German,,21st-century classical
Barry_Truax,Barry Truax,1947,,Canadian,,21st-century classical
Julia_Tsenova,Julia Tsenova,1948,2010,Bulgarian,,21st-century classical
Nobuyuki_Tsujii,Nobuyuki Tsujii,1988,,Japanese,,21st-century classical
Mark-Anthony_Turnage,Mark-Anthony Turnage,1960,,British,,21st-century classical
Roman_Turovsky-Savchuk,Roman Turovsky-Savchuk,1961,,Ukrainian-American,,21st-century classical
Erkki-Sven_Tüür,Erkki-Sven Tüür,1959,,Estonian,,21st-century classical
Merlijn_Twaalfhoven,Merlijn Twaalfhoven,1976,,Dutch,,21st-century classical
Tommy_Tycho,Tommy Tycho,1928,2013,Hungarian-Australian,,21st-century classical
Gene_Tyranny,'Blue' Gene Tyranny,1945,,American,,21st-century classical
Chinary_Ung,Chinary Ung,1942,,Cambodian,,21st-century classical
İlhan_Usmanbaş,İlhan Usmanbaş,1921,,Turkish,,21st-century classical
Galina_Ustvolskaya,Galina Ustvolskaya,1919,2006,Russian,,21st-century classical
Fabio_Vacchi,Fabio Vacchi,1949,,Italian,,21st-century classical
Víctor_Varela,Víctor Varela,1955,,Venezuelan-Swedish,,21st-century classical
Pēteris_Vasks,Pēteris Vasks,1946,,Latvian,,21st-century classical
Ian_Venables,Ian Venables,1955,,British,,21st-century classical
Theo_Verbey,Theo Verbey,1959,,Dutch,,21st-century classical
Michael_Vetter,Michael Vetter,1943,2013,German,,21st-century classical
László_Vidovszky,László Vidovszky,1944,,Hungarian,,21st-century classical
Lois_V_Vierk,Lois V Vierk,1951,,American,,21st-century classical
Josée_Vigneron-Ramackers,Josée Vigneron-Ramackers,1914,2002,Belgian,,21st-century classical
Mariana_Villanueva,Mariana Villanueva,1964,,Mexican,,21st-century classical
Pedro_Vilarroig,Pedro Vilarroig,1954,,Spanish,,21st-century classical
Alejandro_Viñao,Alejandro Viñao,1951,,Argentine,,21st-century classical
Ezequiel_Viñao,Ezequiel Viñao,1960,,Argentine-American,,21st-century classical
Carl_Vine,Carl Vine,1954,,Australian,,21st-century classical
Ian_Vine,Ian Vine,1974,,British,,21st-century classical
Param_Vir,Param Vir,1952,,Indian-British,,21st-century classical
Berthe_di_Vito-Delvaux,Berthe di Vito-Delvaux,1915,2005,Belgian,,21st-century classical
T._Edward_Vives,T. Edward Vives,1964,,American,,21st-century classical
Roger_Craig_Vogel,Roger Craig Vogel,1947,,American,,21st-century classical
